onset	duration	block_duration	movement_onset	planning	condition	exp_stage	experiment_exp_id	key_press	problem_id	response_time	trial_id	trial_type	worker_id	junk
391.357	1.0	2.0	391.356	0	PA_with_intermediate	test	ward_and_allport	-1	22.0	n/a	feedback	poldrack-single-stim	s650	False
393.364	3.156	3.156	396.52	1	PA_without_intermediate	test	ward_and_allport	71	23.0	3.156	to_hand	poldrack-single-stim	s650	False
396.521	0.1	0.377	396.898	0	PA_without_intermediate	test	ward_and_allport	89	23.0	0.377	to_board	poldrack-single-stim	s650	False
396.905	0.1	2.18	399.085	0	PA_without_intermediate	test	ward_and_allport	71	23.0	2.18	to_hand	poldrack-single-stim	s650	False
399.086	0.1	0.351	399.437	0	PA_without_intermediate	test	ward_and_allport	89	23.0	0.351	to_board	poldrack-single-stim	s650	False
399.444	0.1	1.309	400.753	0	PA_without_intermediate	test	ward_and_allport	71	23.0	1.309	to_hand	poldrack-single-stim	s650	False
400.754	0.1	0.612	401.366	0	PA_without_intermediate	test	ward_and_allport	82	23.0	0.612	to_board	poldrack-single-stim	s650	False
401.374	1.0	2.408	401.373	0	PA_without_intermediate	test	ward_and_allport	-1	23.0	n/a	feedback	poldrack-single-stim	s650	False
403.79	5.341	5.341	409.131	1	PA_with_intermediate	test	ward_and_allport	71	24.0	5.341	to_hand	poldrack-single-stim	s650	False
409.132	0.1	0.624	409.756	0	PA_with_intermediate	test	ward_and_allport	82	24.0	0.624	to_board	poldrack-single-stim	s650	False
409.763	0.1	0.926	410.689	0	PA_with_intermediate	test	ward_and_allport	71	24.0	0.926	to_hand	poldrack-single-stim	s650	False
410.691	0.1	0.695	411.386	0	PA_with_intermediate	test	ward_and_allport	89	24.0	0.695	to_board	poldrack-single-stim	s650	False
411.393	0.1	1.026	412.419	0	PA_with_intermediate	test	ward_and_allport	71	24.0	1.026	to_hand	poldrack-single-stim	s650	False
412.42	0.1	2.241	414.661	0	PA_with_intermediate	test	ward_and_allport	71	24.0	2.241	to_board	poldrack-single-stim	s650	False
414.668	0.1	0.782	415.45	0	PA_with_intermediate	test	ward_and_allport	82	24.0	0.782	to_hand	poldrack-single-stim	s650	False
415.452	0.1	0.433	415.885	0	PA_with_intermediate	test	ward_and_allport	71	24.0	0.433	to_board	poldrack-single-stim	s650	False
415.894	1.0	3.768	415.893	0	PA_with_intermediate	test	ward_and_allport	-1	24.0	n/a	feedback	poldrack-single-stim	s650	False
419.67	3.72	3.72	423.39	1	PA_with_intermediate	test	ward_and_allport	71	25.0	3.72	to_hand	poldrack-single-stim	s650	False
423.391	0.1	2.991	426.382	0	PA_with_intermediate	test	ward_and_allport	89	25.0	2.991	to_board	poldrack-single-stim	s650	False
426.39	0.1	0.978	427.368	0	PA_with_intermediate	test	ward_and_allport	71	25.0	0.978	to_hand	poldrack-single-stim	s650	False
427.369	0.1	0.462	427.831	0	PA_with_intermediate	test	ward_and_allport	82	25.0	0.462	to_board	poldrack-single-stim	s650	False
427.838	0.1	1.284	429.122	0	PA_with_intermediate	test	ward_and_allport	89	25.0	1.284	to_hand	poldrack-single-stim	s650	False
429.123	0.1	0.508	429.631	0	PA_with_intermediate	test	ward_and_allport	71	25.0	0.508	to_board	poldrack-single-stim	s650	False
429.64	1.0	2.68	429.639	0	PA_with_intermediate	test	ward_and_allport	-1	25.0	n/a	feedback	poldrack-single-stim	s650	False
432.328	12.187	12.187	444.515	1	PA_without_intermediate	test	ward_and_allport	82	26.0	12.187	to_hand	poldrack-single-stim	s650	False
444.516	0.1	0.58	445.096	0	PA_without_intermediate	test	ward_and_allport	89	26.0	0.58	to_board	poldrack-single-stim	s650	False
445.104	0.1	1.101	446.205	0	PA_without_intermediate	test	ward_and_allport	82	26.0	1.101	to_hand	poldrack-single-stim	s650	False
446.207	0.1	1.975	448.182	0	PA_without_intermediate	test	ward_and_allport	89	26.0	1.975	to_board	poldrack-single-stim	s650	False
448.19	0.1	0.438	448.628	0	PA_without_intermediate	test	ward_and_allport	82	26.0	0.438	to_hand	poldrack-single-stim	s650	False
448.63	0.1	0.351	448.981	0	PA_without_intermediate	test	ward_and_allport	71	26.0	0.351	to_board	poldrack-single-stim	s650	False
448.99	1.0	3.224	448.989	0	PA_without_intermediate	test	ward_and_allport	-1	26.0	n/a	feedback	poldrack-single-stim	s650	False
452.222	3.759	3.759	455.981	1	PA_without_intermediate	test	ward_and_allport	71	27.0	3.759	to_hand	poldrack-single-stim	s650	False
455.983	0.1	0.957	456.94	0	PA_without_intermediate	test	ward_and_allport	82	27.0	0.957	to_board	poldrack-single-stim	s650	False
456.947	0.1	0.431	457.378	0	PA_without_intermediate	test	ward_and_allport	71	27.0	0.431	to_hand	poldrack-single-stim	s650	False
457.38	0.1	0.411	457.791	0	PA_without_intermediate	test	ward_and_allport	82	27.0	0.411	to_board	poldrack-single-stim	s650	False
457.798	0.1	1.261	459.059	0	PA_without_intermediate	test	ward_and_allport	71	27.0	1.261	to_hand	poldrack-single-stim	s650	False
459.06	0.1	0.467	459.527	0	PA_without_intermediate	test	ward_and_allport	89	27.0	0.467	to_board	poldrack-single-stim	s650	False
459.536	1.0	3.36	459.535	0	PA_without_intermediate	test	ward_and_allport	-1	27.0	n/a	feedback	poldrack-single-stim	s650	False
462.904	4.454	4.454	467.358	1	PA_without_intermediate	test	ward_and_allport	89	28.0	4.454	to_hand	poldrack-single-stim	s650	False
467.36	0.1	0.46	467.82	0	PA_without_intermediate	test	ward_and_allport	71	28.0	0.46	to_board	poldrack-single-stim	s650	False
467.827	0.1	1.804	469.631	0	PA_without_intermediate	test	ward_and_allport	71	28.0	1.804	to_hand	poldrack-single-stim	s650	False
469.632	0.1	1.937	471.569	0	PA_without_intermediate	test	ward_and_allport	71	28.0	1.937	to_board	poldrack-single-stim	s650	False
471.577	0.1	2.133	473.71	0	PA_without_intermediate	test	ward_and_allport	89	28.0	2.133	to_hand	poldrack-single-stim	s650	False
473.711	0.1	0.985	474.696	0	PA_without_intermediate	test	ward_and_allport	82	28.0	0.985	to_board	poldrack-single-stim	s650	False
474.704	0.1	0.948	475.652	0	PA_without_intermediate	test	ward_and_allport	89	28.0	0.948	to_hand	poldrack-single-stim	s650	False
475.654	0.1	0.565	476.219	0	PA_without_intermediate	test	ward_and_allport	71	28.0	0.565	to_board	poldrack-single-stim	s650	False
476.228	1.0	2.0	476.227	0	PA_without_intermediate	test	ward_and_allport	-1	28.0	n/a	feedback	poldrack-single-stim	s650	False
478.237	4.113	4.113	482.35	1	PA_without_intermediate	test	ward_and_allport	82	29.0	4.113	to_hand	poldrack-single-stim	s650	False
482.351	0.1	1.223	483.574	0	PA_without_intermediate	test	ward_and_allport	89	29.0	1.223	to_board	poldrack-single-stim	s650	False
483.582	0.1	0.995	484.577	0	PA_without_intermediate	test	ward_and_allport	82	29.0	0.995	to_hand	poldrack-single-stim	s650	False
484.579	0.1	0.898	485.477	0	PA_without_intermediate	test	ward_and_allport	89	29.0	0.898	to_board	poldrack-single-stim	s650	False
485.485	0.1	0.91	486.395	0	PA_without_intermediate	test	ward_and_allport	82	29.0	0.91	to_hand	poldrack-single-stim	s650	False
486.396	0.1	1.011	487.407	0	PA_without_intermediate	test	ward_and_allport	71	29.0	1.011	to_board	poldrack-single-stim	s650	False
487.417	1.0	2.408	487.416	0	PA_without_intermediate	test	ward_and_allport	-1	29.0	n/a	feedback	poldrack-single-stim	s650	False
494.835	3.564	3.564	498.399	1	PA_with_intermediate	test	ward_and_allport	71	30.0	3.564	to_hand	poldrack-single-stim	s650	False
498.4	0.1	0.398	498.798	0	PA_with_intermediate	test	ward_and_allport	82	30.0	0.398	to_board	poldrack-single-stim	s650	False
498.806	0.1	0.82	499.626	0	PA_with_intermediate	test	ward_and_allport	71	30.0	0.82	to_hand	poldrack-single-stim	s650	False
499.627	0.1	0.628	500.255	0	PA_with_intermediate	test	ward_and_allport	89	30.0	0.628	to_board	poldrack-single-stim	s650	False
500.263	0.1	2.698	502.961	0	PA_with_intermediate	test	ward_and_allport	82	30.0	2.698	to_hand	poldrack-single-stim	s650	False
502.963	0.1	0.365	503.328	0	PA_with_intermediate	test	ward_and_allport	89	30.0	0.365	to_board	poldrack-single-stim	s650	False
503.339	1.0	2.136	503.338	0	PA_with_intermediate	test	ward_and_allport	-1	30.0	n/a	feedback	poldrack-single-stim	s650	False
505.485	3.54	3.54	509.025	1	PA_without_intermediate	test	ward_and_allport	82	31.0	3.54	to_hand	poldrack-single-stim	s650	False
509.026	0.1	0.554	509.58	0	PA_without_intermediate	test	ward_and_allport	71	31.0	0.554	to_board	poldrack-single-stim	s650	False
509.589	0.1	2.121	511.71	0	PA_without_intermediate	test	ward_and_allport	82	31.0	2.121	to_hand	poldrack-single-stim	s650	False
511.712	0.1	0.69	512.402	0	PA_without_intermediate	test	ward_and_allport	71	31.0	0.69	to_board	poldrack-single-stim	s650	False
512.411	0.1	0.778	513.189	0	PA_without_intermediate	test	ward_and_allport	82	31.0	0.778	to_hand	poldrack-single-stim	s650	False
513.191	0.1	0.61	513.801	0	PA_without_intermediate	test	ward_and_allport	89	31.0	0.61	to_board	poldrack-single-stim	s650	False
513.811	1.0	5.128	513.81	0	PA_without_intermediate	test	ward_and_allport	-1	31.0	n/a	feedback	poldrack-single-stim	s650	False
518.95	3.194	3.194	522.144	1	PA_without_intermediate	test	ward_and_allport	71	32.0	3.194	to_hand	poldrack-single-stim	s650	False
522.146	0.1	0.337	522.483	0	PA_without_intermediate	test	ward_and_allport	82	32.0	0.337	to_board	poldrack-single-stim	s650	False
522.492	0.1	0.453	522.945	0	PA_without_intermediate	test	ward_and_allport	71	32.0	0.453	to_hand	poldrack-single-stim	s650	False
522.945	0.1	0.504	523.449	0	PA_without_intermediate	test	ward_and_allport	82	32.0	0.504	to_board	poldrack-single-stim	s650	False
523.457	0.1	1.742	525.199	0	PA_without_intermediate	test	ward_and_allport	71	32.0	1.742	to_hand	poldrack-single-stim	s650	False
525.201	0.1	0.315	525.516	0	PA_without_intermediate	test	ward_and_allport	89	32.0	0.315	to_board	poldrack-single-stim	s650	False
525.527	1.0	2.136	525.526	0	PA_without_intermediate	test	ward_and_allport	-1	32.0	n/a	feedback	poldrack-single-stim	s650	False
527.672	3.603	3.603	531.275	1	PA_without_intermediate	test	ward_and_allport	89	33.0	3.603	to_hand	poldrack-single-stim	s650	False
531.276	0.1	0.478	531.754	0	PA_without_intermediate	test	ward_and_allport	71	33.0	0.478	to_board	poldrack-single-stim	s650	False
531.761	0.1	3.567	535.328	0	PA_without_intermediate	test	ward_and_allport	89	33.0	3.567	to_hand	poldrack-single-stim	s650	False
535.329	0.1	0.323	535.652	0	PA_without_intermediate	test	ward_and_allport	82	33.0	0.323	to_board	poldrack-single-stim	s650	False
535.661	0.1	0.331	535.992	0	PA_without_intermediate	test	ward_and_allport	71	33.0	0.331	to_hand	poldrack-single-stim	s650	False
535.993	0.1	1.317	537.31	0	PA_without_intermediate	test	ward_and_allport	71	33.0	1.317	to_board	poldrack-single-stim	s650	False
537.32	0.1	0.696	538.016	0	PA_without_intermediate	test	ward_and_allport	89	33.0	0.696	to_hand	poldrack-single-stim	s650	False
538.016	0.1	0.315	538.331	0	PA_without_intermediate	test	ward_and_allport	71	33.0	0.315	to_board	poldrack-single-stim	s650	False
538.343	1.0	5.264	538.342	0	PA_without_intermediate	test	ward_and_allport	-1	33.0	n/a	feedback	poldrack-single-stim	s650	False
543.617	3.58	3.58	547.197	1	PA_with_intermediate	test	ward_and_allport	71	34.0	3.58	to_hand	poldrack-single-stim	s650	False
547.199	0.1	0.356	547.555	0	PA_with_intermediate	test	ward_and_allport	89	34.0	0.356	to_board	poldrack-single-stim	s650	False
547.565	0.1	0.588	548.153	0	PA_with_intermediate	test	ward_and_allport	71	34.0	0.588	to_hand	poldrack-single-stim	s650	False
548.154	0.1	0.484	548.638	0	PA_with_intermediate	test	ward_and_allport	82	34.0	0.484	to_board	poldrack-single-stim	s650	False
548.648	0.1	1.703	550.351	0	PA_with_intermediate	test	ward_and_allport	89	34.0	1.703	to_hand	poldrack-single-stim	s650	False
550.353	0.1	0.399	550.752	0	PA_with_intermediate	test	ward_and_allport	82	34.0	0.399	to_board	poldrack-single-stim	s650	False
550.761	1.0	4.04	550.76	0	PA_with_intermediate	test	ward_and_allport	-1	34.0	n/a	feedback	poldrack-single-stim	s650	False
554.808	5.564	5.564	560.372	1	PA_with_intermediate	test	ward_and_allport	89	35.0	5.564	to_hand	poldrack-single-stim	s650	False
560.373	0.1	1.497	561.87	0	PA_with_intermediate	test	ward_and_allport	82	35.0	1.497	to_board	poldrack-single-stim	s650	False
561.879	0.1	1.253	563.132	0	PA_with_intermediate	test	ward_and_allport	89	35.0	1.253	to_hand	poldrack-single-stim	s650	False
563.133	0.1	0.561	563.694	0	PA_with_intermediate	test	ward_and_allport	71	35.0	0.561	to_board	poldrack-single-stim	s650	False
563.705	0.1	4.299	568.004	0	PA_with_intermediate	test	ward_and_allport	82	35.0	4.299	to_hand	poldrack-single-stim	s650	False
568.004	0.1	0.382	568.386	0	PA_with_intermediate	test	ward_and_allport	89	35.0	0.382	to_board	poldrack-single-stim	s650	False
568.397	1.0	2.136	568.396	0	PA_with_intermediate	test	ward_and_allport	-1	35.0	n/a	feedback	poldrack-single-stim	s650	False
